word,spelling_status,confidence_score,classification_reason,frequency
स्माइल,incorrect spelling,medium,possible typo of 'स्टाइल' (similarity=83.33333333333334),1
वई,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
वीक,incorrect spelling,medium,possible typo of 'वी' (similarity=80.0),1
एक्सपर्ट,incorrect spelling,medium,possible typo of 'एक्सेप्ट' (similarity=87.5),1
लूँगा,incorrect spelling,medium,possible typo of 'दूँगा' (similarity=80.0),1
कॉन्फ़िडेन्स,incorrect spelling,medium,possible typo of 'कॉन्फिडेंस' (similarity=81.81818181818181),1
बुडा,incorrect spelling,medium,possible typo of 'बुरा' (similarity=75.0),1
अपनाया,incorrect spelling,medium,possible typo of 'अपनाना' (similarity=83.33333333333334),1
अनुसरण,incorrect spelling,medium,possible typo of 'अनुसार' (similarity=83.33333333333334),1
सोलह,incorrect spelling,medium,possible typo of 'सोशल' (similarity=75.0),1
औरऔर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
एटीन,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
उर्दाहरण,incorrect spelling,medium,possible typo of 'उदाहरण' (similarity=85.71428571428572),1
किज,incorrect spelling,medium,possible typo of 'कि' (similarity=80.0),1
सिच,incorrect spelling,medium,possible typo of 'सच' (similarity=80.0),1
सोचो,incorrect spelling,medium,possible typo of 'सोच' (similarity=85.71428571428572),1
दिर,incorrect spelling,medium,possible typo of 'दर' (similarity=80.0),1
रोलमॉडल,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
झोपड़,incorrect spelling,medium,possible typo of 'पड़' (similarity=75.0),1
डिसएडवांटेज,incorrect spelling,low,no close match found in vocabulary (best=53.333333333333336),1
इंप्रूव,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
प्रेरणात्मक,incorrect spelling,medium,possible typo of 'प्रेरणा' (similarity=77.77777777777779),1
निबंध,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
लेख,incorrect spelling,medium,possible typo of 'लेखक' (similarity=85.71428571428572),1
मसल,incorrect spelling,medium,possible typo of 'मसाले' (similarity=75.0),1
हिन्दू,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
रिलिजन,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
चखना,incorrect spelling,medium,possible typo of 'रखना' (similarity=75.0),1
धुएं,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
फुकते,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
लड़ू,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
वहि,incorrect spelling,medium,possible typo of 'वह' (similarity=80.0),1
बुड़ा,incorrect spelling,medium,possible typo of 'बड़ा' (similarity=88.88888888888889),1
प्रोग्रेस,incorrect spelling,medium,possible typo of 'प्रोग्राम' (similarity=77.77777777777779),1
डिस्क्राइब,incorrect spelling,low,no close match found in vocabulary (best=62.5),1
बीकोस,incorrect spelling,medium,possible typo of 'बीस' (similarity=75.0),1
डेट्स,incorrect spelling,medium,possible typo of 'डेट' (similarity=75.0),1
कवित्री,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
पदों,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
रचनाएं,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
श्रुति,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
परिवासे,incorrect spelling,medium,possible typo of 'परिवार' (similarity=76.92307692307692),1
सदस्यों,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
जहर,incorrect spelling,medium,possible typo of 'हर' (similarity=80.0),1
भेजा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
असर,incorrect spelling,medium,possible typo of 'अवसर' (similarity=85.71428571428572),1
फोर्टी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
द्वारिका,incorrect spelling,medium,possible typo of 'द्वारा' (similarity=85.71428571428572),1
बॉर्न,incorrect spelling,medium,possible typo of 'बर्तन' (similarity=80.0),1
हृदय,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
प्रियतम,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
दिव्य,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
प्रभू,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
आचरण,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
मात्र,incorrect spelling,medium,possible typo of 'पात्र' (similarity=80.0),1
आश्रय,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
सत्वानंम,incorrect spelling,low,no close match found in vocabulary (best=71.42857142857143),1
परम,incorrect spelling,medium,possible typo of 'पर' (similarity=80.0),1
सत्य,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
डिवोटी,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
लॉर्ड,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
ऑथर।,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
देतो,incorrect spelling,medium,possible typo of 'देती' (similarity=75.0),1
एन,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
प्रोगेस,incorrect spelling,medium,possible typo of 'प्रोसेसर' (similarity=80.0),1
नैपोलियन,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
भार,incorrect spelling,medium,possible typo of 'भारत' (similarity=85.71428571428572),1
खी,incorrect spelling,medium,possible typo of 'रखी' (similarity=80.0),1
सोचिये,incorrect spelling,medium,possible typo of 'सोचे' (similarity=80.0),1
बनि,incorrect spelling,medium,possible typo of 'बन' (similarity=80.0),1
बनिये,incorrect spelling,medium,possible typo of 'बनाये' (similarity=80.0),1
नेपोलियन,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
केंद्रित,incorrect spelling,low,no close match found in vocabulary (best=57.14285714285714),1
पुस्तक,incorrect spelling,low,no close match found in vocabulary (best=60.0),1
थर्टीन,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
तरीकों,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
प्रस्तुत,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
संचय,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
आवश्यक,incorrect spelling,medium,possible typo of 'आवश्यकता' (similarity=85.71428571428572),1
एए,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
ठाटी,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
संग्दित,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
मनोबल,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
दस्वी,incorrect spelling,low,no close match found in vocabulary (best=72.72727272727273),1
कच्छा,incorrect spelling,medium,possible typo of 'अच्छा' (similarity=80.0),1
प्रेरणाएं,incorrect spelling,medium,possible typo of 'प्रेरणा' (similarity=87.5),1
दोहा,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
गिरिधर,incorrect spelling,low,no close match found in vocabulary (best=66.66666666666667),1
व्याख्या,incorrect spelling,medium,possible typo of 'व्यायाम' (similarity=80.0),1
लंबी,incorrect spelling,medium,possible typo of 'लंबा' (similarity=75.0),1
श्री,incorrect spelling,medium,possible typo of 'शरीर' (similarity=75.0),1
थाल,incorrect spelling,medium,possible typo of 'था' (similarity=80.0),1
चाव,incorrect spelling,medium,possible typo of 'चावल' (similarity=85.71428571428572),1
गिरधर,incorrect spelling,medium,possible typo of 'गिर' (similarity=75.0),1
भक्तिकाल,incorrect spelling,medium,possible typo of 'भक्ति' (similarity=76.92307692307692),1
शक्ति,incorrect spelling,medium,possible typo of 'भक्ति' (similarity=80.0),1
रेस्पीज,incorrect spelling,medium,possible typo of 'रेसिपी' (similarity=76.92307692307692),1
तोजी,incorrect spelling,medium,possible typo of 'तेजी' (similarity=75.0),1
भूखे,incorrect spelling,medium,possible typo of 'भूख' (similarity=85.71428571428572),1
मांसाहारी,incorrect spelling,low,no close match found in vocabulary (best=61.53846153846154),1
