word,label,confidence,reason,frequency
पत्ती,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
ताड,correct,medium,medium frequency in dataset (n=2),2
पत्ता,correct,medium,medium frequency in dataset (n=2),2
ताड़,correct,high,found in reference vocabulary,3
पत्ते,correct,medium,medium frequency in dataset (n=2),2
हरी,incorrect,medium,possible typo of 'हर' (similarity=80.0),1
पत्तियां,incorrect,medium,possible typo of 'शक्तियां' (similarity=75.0),1
सजावटी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पत्तियों,incorrect,medium,possible typo of 'पत्तों' (similarity=85.71428571428572),1
अंडर,incorrect,medium,possible typo of 'अंतर' (similarity=75.0),1
गारमेंट्स,incorrect,low,no close match found in vocabulary (best=70.58823529411764),1
दिखाना,incorrect,medium,possible typo of 'दिखावा' (similarity=83.33333333333334),1
छाल,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
यूनिक,correct,high,found in reference vocabulary,6
दिखने,correct,medium,medium frequency in dataset (n=2),2
फैशनो,incorrect,medium,possible typo of 'फैशन' (similarity=88.88888888888889),1
ऊर्फी,incorrect,low,no close match found in vocabulary (best=60.0),1
जावेद,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
फैशनों,incorrect,medium,possible typo of 'फैशन' (similarity=80.0),1
कबाड़,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
काटकर,incorrect,medium,possible typo of 'काट' (similarity=75.0),1
सजाई,incorrect,medium,possible typo of 'सजा' (similarity=85.71428571428572),1
सजाए,incorrect,medium,possible typo of 'जाए' (similarity=85.71428571428572),1
बोरा,incorrect,medium,possible typo of 'बोरे' (similarity=75.0),1
सूत,correct,medium,medium frequency in dataset (n=2),2
धागा,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
हैवी,incorrect,medium,possible typo of 'हैवो' (similarity=75.0),1
आकृतियों,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
ऐ,correct,high,found in reference vocabulary,6
डाइकॉन,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
उम,correct,high,found in reference vocabulary,4
वॉल,correct,high,found in reference vocabulary,3
आर्टस,incorrect,medium,possible typo of 'आर्ट' (similarity=88.88888888888889),1
आर्ट्स,correct,medium,medium frequency in dataset (n=2),2
पोस्टर,correct,medium,close match to 'पोस्ट' (similarity=90.9090909090909),1
ग्राफ,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
फ्लावर्स,correct,high,found in reference vocabulary,4
फ्रेम,correct,medium,medium frequency in dataset (n=2),2
वॉलपेपर,correct,high,found in reference vocabulary,5
ऐड,correct,high,found in reference vocabulary,4
वालपेपर,correct,medium,medium frequency in dataset (n=2),2
बनवाते,correct,medium,close match to 'बनाते' (similarity=90.9090909090909),1
बैंगल्स,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
थ्रेड,correct,medium,medium frequency in dataset (n=2),2
घुमाकर,correct,medium,medium frequency in dataset (n=2),2
स्टोंस,correct,high,found in reference vocabulary,4
बोटेल्स,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
पेंट,correct,high,found in reference vocabulary,5
पोट,incorrect,medium,possible typo of 'पोस्ट' (similarity=75.0),1
कॉफी,incorrect,medium,possible typo of 'काफी' (similarity=75.0),1
मेड,correct,medium,medium frequency in dataset (n=2),2
हन्म,incorrect,medium,possible typo of 'ह्म्' (similarity=75.0),1
स्टोन्स,correct,high,found in reference vocabulary,3
फ्लॉवर,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
डाइनिंग,incorrect,low,no close match found in vocabulary (best=71.42857142857143),1
टेबुल,incorrect,medium,possible typo of 'टेबल' (similarity=88.88888888888889),1
फ्रिज,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
पैटर्नस,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
गैलरी,correct,high,found in reference vocabulary,3
वाल्स,correct,medium,medium frequency in dataset (n=2),2
फोटोस,correct,medium,medium frequency in dataset (n=2),2
सजा,correct,high,found in reference vocabulary,6
टेक्सचर,incorrect,medium,possible typo of 'लेक्चर' (similarity=76.92307692307692),1
स्टीकर,correct,medium,medium frequency in dataset (n=2),2
पेंसिल,correct,medium,medium frequency in dataset (n=2),2
क्राफ्ट,correct,high,found in reference vocabulary,5
फैब्रिक,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कु,incorrect,medium,possible typo of 'कुछ' (similarity=80.0),1
मिट्टी,correct,high,found in reference vocabulary,5
कुंडे,incorrect,medium,possible typo of 'कुंड' (similarity=88.88888888888889),1
मिरर,correct,medium,medium frequency in dataset (n=2),2
आईने,incorrect,medium,possible typo of 'आने' (similarity=85.71428571428572),1
वुडन,correct,high,found in reference vocabulary,3
शेल्फ्स,correct,medium,medium frequency in dataset (n=2),2
कराते,correct,medium,medium frequency in dataset (n=2),2
स्टोरेज,incorrect,medium,possible typo of 'स्टोर' (similarity=83.33333333333334),1
सेल्स,incorrect,medium,possible typo of 'सेल्फ' (similarity=80.0),1
बड़ेबड़े,correct,medium,medium frequency in dataset (n=2),2
बम,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
चकले,incorrect,medium,possible typo of 'चले' (similarity=85.71428571428572),1
लगाके,correct,high,found in reference vocabulary,3
सजाके,incorrect,medium,possible typo of 'जाके' (similarity=88.88888888888889),1
अटैच,correct,high,found in reference vocabulary,4
लैसे,incorrect,medium,possible typo of 'वैसे' (similarity=75.0),1
गुलाब,correct,medium,medium frequency in dataset (n=2),2
स्टिक,correct,high,found in reference vocabulary,3
प्लांट,incorrect,medium,possible typo of 'प्वाइंट' (similarity=76.92307692307692),1
लाइटनिंग,correct,medium,close match to 'लाइटिंग' (similarity=93.33333333333333),1
फ्रेम्स,incorrect,medium,possible typo of 'फ्रेंड्स' (similarity=80.0),1
कलर,correct,high,found in reference vocabulary,7
लेकल,incorrect,medium,possible typo of 'लेवल' (similarity=75.0),1
बर्थडे,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
एनिवर्सरी,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
एनीवल्स,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
डेकरेशन,correct,medium,close match to 'डेकोरेशन' (similarity=93.33333333333333),1
बैलून,incorrect,low,no close match found in vocabulary (best=60.0),1
डेकरेट,incorrect,low,no close match found in vocabulary (best=72.72727272727273),1
प्रिपेर,incorrect,medium,possible typo of 'प्रॉपर' (similarity=76.92307692307692),1
आर्टिफिश,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
टोटिंग,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
शेल्फ,incorrect,medium,possible typo of 'सेल्फ' (similarity=80.0),1
बैग्स,correct,medium,medium frequency in dataset (n=2),2
दागे,incorrect,medium,possible typo of 'दोगे' (similarity=75.0),1
बैक,correct,high,found in reference vocabulary,3
मदर,incorrect,medium,possible typo of 'दर' (similarity=80.0),1
थोडासा,incorrect,medium,possible typo of 'थोडा' (similarity=80.0),1
ट्रेसिंग,incorrect,medium,possible typo of 'ट्रेनिंग' (similarity=87.5),1
फोटोफ्रेम,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
शीट,incorrect,low,no close match found in vocabulary (best=66.66666666666667),1
कार्टून,correct,medium,medium frequency in dataset (n=2),2
देखती,correct,high,found in reference vocabulary,15
सीखती,incorrect,medium,possible typo of 'सीखी' (similarity=88.88888888888889),1
ग्लू,correct,medium,medium frequency in dataset (n=2),2
गम,correct,high,found in reference vocabulary,4
शीट्स,incorrect,low,no close match found in vocabulary (best=60.0),1
सजाना,incorrect,medium,possible typo of 'जाना' (similarity=88.88888888888889),1
पट,incorrect,medium,possible typo of 'पेट' (similarity=80.0),1
मिर्रर्स,incorrect,low,no close match found in vocabulary (best=61.53846153846154),1
आयनेक,incorrect,medium,possible typo of 'आने' (similarity=75.0),1
चुपक,incorrect,medium,possible typo of 'चुप' (similarity=85.71428571428572),1
सिजर,incorrect,medium,possible typo of 'सिर' (similarity=85.71428571428572),1
